S,United States Air Force,Delta II,2001-10-18,13,34.7426,-120.5726,11.67150021,1004.707397,56,9.290511131,12.41347694,20.15999985,120
S,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,2001-10-21,3,45.965,63.3,5.150000095,1001.80188,53,22.93004799,36.54664993,33.11999893,410
S,Indian Space Research Organization,PSLV,2001-10-21,23,13.7192,80.227,24.76099968,1007.611816,47,16.65753937,21.34954643,25.55999947,505
S,Progress Rocket Space Center,Molniya-M,2001-10-25,6,62.9,40.57,-7.695499897,1005.879761,75,11.24675941,21.98064423,21.59999847,240
S,Russian Federal Space Agency (ROSCOSMOS),Soyuz,2001-11-26,12,45.965,63.3,-3.299999952,1017.582458,0,17.99279594,29.35490227,29.51999855,515
S,Arianespace,Ariane 44LP,2001-11-26,18,5.050333,-52.781667,22.57150078,1002.672302,72,12.26115799,17.41447639,35.27999878,1190
S,Khrunichev State Research and Production Space Center,Proton,2001-12-01,12,45.965,63.3,-19,1026.415771,0,23.0315609,35.26162338,39.59999847,655
S,United Space Alliance,Space Shuttle,2001-12-05,16,28.573469,-80.65107,15.10650063,1025.264282,0,26.90141678,34.22840881,43.91999817,1540
S,United States Air Force,Delta II,2001-12-07,9,34.7426,-120.5726,7.621500015,1010.776733,2,25.32312775,39.33071899,41.0399971,520
S,Russian Federal Space Agency (ROSCOSMOS),Zenit-2,2001-12-10,11,45.965,63.3,-25.64999962,1038.59375,0,26.43733597,36.14550781,45,590
S,Russian Federal Space Agency (ROSCOSMOS),Tsiklon-2,2001-12-20,22,45.965,63.3,2.049999952,993.5523682,100,11.16580486,21.60299873,19.44000053,95
S,Russian Space Forces,Tsiklon-3,2001-12-27,21,62.9,40.57,-11.49549961,989.8422241,52,12.10157013,22.06597328,26.28000069,630
S,United States Air Force,Titan IVB,2002-01-15,18,28.396837,-80.605659,14.81100082,1019.48053,2,23.58755493,25.41763115,40.68000031,470
S,Arianespace,Ariane 42L,2002-01-23,17,5.050333,-52.781667,22.7215004,1009.250427,89,9.793058395,17.72794342,25.19999886,410
S,Japan Aerospace Exploration Agency,H-IIA,2002-02-03,20,30.3792,130.975,4.849999905,1022.200012,90,23.55731583,24.7982254,35.27999878,1365
S,Orbital Sciences Corporation,Pegasus XL,2002-02-05,14,28.396837,-80.605659,8.761000633,1025.171631,87,31.5693512,33.86488342,48.23999786,1220
S,United States Air Force,Delta II,2002-02-11,11,34.7426,-120.5726,2.771500111,1015.384277,82,9.346142769,8.350137711,15.11999893,35
S,Lockheed Martin,Atlas IIIB,2002-02-21,6,28.396837,-80.605659,16.91100121,1017.890259,99,28.46732903,38.42399216,39.59999847,710
S,Arianespace,Ariane 44L,2002-02-23,0,5.050333,-52.781667,21.17150116,1006.777344,94,12.18162441,22.06597328,25.19999886,735
S,Russian Space Forces,Soyuz-U-PVB,2002-02-25,11,62.9,40.57,-3.145499945,978.9735107,88,16.62248993,30.1240654,34.91999817,1015
S,Arianespace,Ariane 5 G,2002-02-28,19,5.050333,-52.781667,23.37150002,1005.200134,69,12.39780617,19.31962776,35.63999939,590
S,United Space Alliance,Space Shuttle,2002-03-01,5,28.573469,-80.65107,4.806499958,1026.253418,87,17.57744026,23.61775589,26.28000069,560
S,Lockheed Martin,Atlas IIA,2002-03-08,16,28.396837,-80.605659,18.11100006,1022.786499,0,16.09968948,21.32525253,21.95999908,460
S,Eurockot Launch Services,Rokot/Briz-KM,2002-03-17,3,62.9,40.57,-6.045499802,1004.183289,94,10.23945332,21.25219917,19.44000053,145
S,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,2002-03-21,14,45.965,63.3,4.949999809,994.5103149,3,26.3686161,41.05420303,42.11999893,380
S,China Aerospace Science and Technology Corporation,Long March 2F,2002-03-25,8,40.9575,98.2892,-6.611500263,853.3752441,99,4.213691711,4.553679466,16.55999947,1390
S,Arianespace,Ariane 44L,2002-03-28,19,5.050333,-52.781667,23.67150116,1004.213135,91,7.386581898,10.46479702,25.19999886,625
S,Khrunichev State Research and Production Space Center,Proton-K/DM-2M,2002-03-30,11,45.965,63.3,-1.399999976,996.4902344,0,31.68000031,39.95999908,48.59999847,1570
